lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
JL-AC-IK-MH-CH,25.64,24.39,5,33.361,8.2,13.12,12.52,18,13,0.433,0.0,0.305,0.4,137.195,0.423,0.24,0.319,0.154,103.834,31.39,51.799,-0.013,51.812,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AM-IK-MH-CH,19.925,-49.455,-7,-82.063,5.662,11.395,8.53,0,7,0.0,0.351,0.088,0.0,0.0,0.333,0.234,0.117,0.667,82.063,-42.455,-85.396,-21.783,-63.613,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-IK-ZO-MH-CH,26.195,79.542,11,75.684,5.532,13.595,12.6,20,9,0.773,0.074,0.221,0.727,147.113,0.5,0.397,0.0,0.667,71.429,86.542,61.717,-32.418,94.135,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AM-AC-ZO-MH-CH,11.66,-81.553,-7,-95.135,3.433,5.0,6.66,2,9,0.25,0.2,0.0,0.0,40.0,0.5,0.15,0.3,0.286,135.135,-74.553,-45.396,31.288,-76.684,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AM-AC-ZO-KJ-CH,10.52,-93.855,-7,-108.465,2.983,4.79,5.73,4,11,0.25,0.0,0.626,0.0,83.507,1.125,0.349,0.175,0.5,191.972,-86.855,-1.889,88.125,-90.014,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AM-IK-MH-PR,8.287,0.0,0,-3.344,2.833,4.287,4.0,2,2,0.2,0.0,0.233,0.0,46.656,0.25,0.0,0.0,0.0,50.0,7.0,-38.74,-53.847,15.107,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-ZO-PR-CH,6.0,-29.557,-2,-66.667,2.707,3.0,3.0,3,5,0.75,0.333,0.0,0.0,100.0,1.25,0.333,0.0,0.0,166.667,-22.557,14.604,62.82,-48.216,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-ZO-KJ-PR,7.39,-37.209,-2,-56.657,2.15,3.86,3.53,0,2,0.0,0.518,0.518,0.0,0.0,0.0,0.283,0.283,2.0,56.657,-30.209,-85.396,-47.189,-38.206,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AC-IK-ZO-KJ-CH,8.73,-19.048,-1,-40.433,2.1,4.73,4.0,4,5,0.667,0.423,0.423,0.667,84.567,1.25,0.5,0.0,0.0,125.0,-12.048,-0.829,21.153,-21.983,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-ZO-KJ-CH,7.865,81.818,3,-2.227,1.467,4.865,3.0,8,5,0.8,0.0,0.411,0.2,164.44,1.25,0.333,0.0,0.0,166.667,88.818,79.044,62.82,16.224,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-IK-KJ-CH,2.93,-69.565,-2,-100.0,1.15,0.93,2.0,0,2,0.0,0.0,1.075,0.0,0.0,1.0,0.5,0.0,0.0,100.0,-62.565,-85.396,-3.847,-81.549,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-ZO-MH-PR,1.373,57.143,1,72.817,0.7,1.373,0.0,1,0,0.0,0.0,1.456,1.0,72.817,0.0,0.0,0.0,0.0,0.0,64.143,-12.579,-103.847,91.268,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AC-ZO-MH-CH,2.0,240.0,2,200.0,0.333,1.0,1.0,2,0,1.0,0.0,0.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,247.0,114.604,-103.847,218.451,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
JL-AM-AC-MH-CH,0.0,0.0,0,0.0,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-85.396,-103.847,18.451,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AC-IK-ZO-MH-CH,3.0,0.0,0,0.0,0.283,2.0,1.0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,-85.396,-103.847,18.451,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AM-AC-IK-ZO-MH,1.8,-285.714,-1,-125.0,0.14,1.0,0.8,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,-278.714,-85.396,21.153,-106.549,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
AM-AC-IK-PR-CH,0.0,0.0,0,0.0,0.027,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-85.396,-103.847,18.451,40.0,-7,64,71,74.945,68.37,143.315,85.396,103.847,-18.451,-7.0
