lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
JL-AM-IK-MH-CH,29.24,24.024,7,40.207,11.655,15.12,14.12,20,13,0.559,0.132,0.265,0.059,132.275,0.4,0.212,0.283,0.067,92.068,15.024,15.733,-2.19,17.923,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-AC-IK-PR-CH,13.73,20.084,2,30.239,3.983,6.8,6.93,5,3,0.833,0.441,0.0,0.667,73.529,0.214,0.144,0.144,0.0,43.29,11.084,-43.013,-50.968,7.955,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-AC-MH-CH,10.293,0.0,0,29.769,2.817,4.59,5.703,7,7,0.417,0.218,0.654,0.333,152.505,0.5,0.351,0.526,0.6,122.736,-9.0,35.963,28.478,7.485,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-IK-MH-PR,5.19,60.491,4,167.364,2.645,2.39,2.8,4,0,0.0,0.0,1.255,1.0,167.364,0.0,0.0,0.0,1.0,0.0,51.491,50.822,-94.258,145.08,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AC-ZO-MH-CH,9.53,18.605,1,49.049,2.15,4.2,5.33,6,5,0.667,0.0,0.0,1.0,142.857,0.833,0.563,0.375,0.333,93.809,9.605,26.315,-0.449,26.764,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-IK-ZO-PR-CH,5.0,-47.059,-2,-66.667,1.7,2.0,3.0,0,2,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,66.667,-56.059,-116.542,-27.591,-88.951,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-AC-IK-MH-CH,5.0,24.242,1,83.333,1.65,2.0,3.0,3,2,0.75,0.0,0.0,0.0,150.0,0.5,0.333,0.0,0.0,66.667,15.242,33.458,-27.591,61.049,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-AC-IK-KJ-CH,5.0,-121.212,-5,-166.667,1.65,2.0,3.0,0,5,0.0,0.0,0.0,0.0,0.0,1.25,0.333,0.0,0.0,166.667,-130.212,-116.542,72.409,-188.951,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
JL-AM-ZO-MH-CH,6.86,-97.959,-4,-88.774,1.633,3.0,3.86,2,6,0.5,0.333,0.0,0.0,66.667,0.5,0.0,0.518,0.0,155.44,-106.959,-49.875,61.183,-111.058,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
AM-IK-ZO-KJ-PR,2.86,0.0,0,111.427,1.503,0.93,1.93,2,2,0.5,0.0,1.075,0.0,215.054,0.333,0.0,0.518,0.0,103.627,-9.0,98.512,9.369,89.143,40.0,9,67,58,57.49,61.533,119.023,116.542,94.258,22.284,9.0
