lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
JL-AM-IK-MH-CH,49.295,23.504,9,29.802,15.317,25.24,24.055,39,30,0.569,0.079,0.317,0.241,154.517,0.636,0.208,0.125,0.091,124.714,26.17,45.871,7.157,38.715,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AC-IK-MH-PR,14.86,10.127,1,6.38,3.95,7.6,7.26,12,11,0.9,0.132,0.0,0.8,157.895,0.625,0.138,0.275,0.125,151.515,12.793,49.249,33.958,15.292,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-IK-MH-PR,11.26,-62.5,-6,-108.089,3.84,5.66,5.6,5,11,0.4,0.353,0.353,0.4,88.339,1.333,0.179,0.0,1.333,196.429,-59.833,-20.306,78.871,-99.177,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-IK-MH-CH,9.0,-25.397,-2,-50.0,3.15,5.0,4.0,0,2,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,50.0,-22.73,-108.645,-67.558,-41.088,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-ZO-MH-CH,12.06,-25.627,-2,-20.016,3.122,5.73,6.33,7,9,0.417,0.0,0.175,0.333,122.164,0.625,0.158,0.158,1.5,142.18,-22.961,13.519,24.623,-11.104,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-ZO-MH-PR,7.59,-32.877,-2,-53.619,2.433,3.86,3.73,0,2,0.0,0.259,0.518,0.0,0.0,0.0,0.804,0.268,2.0,53.619,-30.21,-108.645,-63.938,-44.707,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-IK-KJ-CH,5.325,37.5,2,83.507,2.133,2.395,2.93,2,0,0.25,0.0,0.418,0.0,83.507,0.0,0.0,0.341,0.0,0.0,40.167,-25.138,-117.558,92.42,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
MS-JL-AM-MH-PR,5.8,-76.555,-4,-147.619,2.09,3.0,2.8,2,6,0.333,0.0,0.0,0.0,66.667,1.0,0.0,0.0,1.0,214.286,-73.888,-41.979,96.728,-138.707,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
MS-AM-AC-KJ-PR,5.0,0.0,0,0.0,1.667,2.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,2.667,-108.645,-117.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-IK-KJ-PR,4.0,0.0,0,0.0,1.367,2.0,2.0,2,2,1.0,0.5,0.0,0.0,100.0,0.5,0.0,0.0,0.0,100.0,2.667,-8.645,-17.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-IK-ZO-KJ-CH,3.0,0.0,0,0.0,0.833,1.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,-108.645,-117.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-IK-ZO-MH-PR,3.0,-96.0,-2,0.0,0.833,1.0,2.0,2,4,1.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,200.0,-93.333,91.355,82.442,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AC-IK-KJ-PR,0.79,-106.667,-2,-200.0,0.75,-0.21,1.0,0,2,0.0,-0.0,-14.286,0.0,-0.0,1.0,0.0,0.0,0.0,200.0,-104.0,-108.645,82.442,-191.088,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-AC-MH-CH,2.0,-127.66,-2,-200.0,0.627,1.0,1.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200.0,-124.993,-108.645,82.442,-191.088,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-ZO-MH-CH,3.6,342.857,5,192.308,0.583,2.6,1.0,5,0,1.0,0.0,0.0,4.0,192.308,0.0,1.0,0.0,0.0,0.0,345.524,83.662,-117.558,201.22,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-MH-PR-CH,3.6,-69.164,-1,-55.556,0.578,1.8,1.8,1,2,0.0,0.0,0.0,2.0,55.556,0.0,0.556,0.0,0.0,111.111,-66.498,-53.09,-6.446,-46.643,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-AC-KJ-PR,1.8,-154.839,-2,-250.0,0.517,1.0,0.8,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,-152.172,-108.645,132.442,-241.088,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-IK-MH-PR,0.4,88.889,1,250.0,0.45,0.4,0.0,1,0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,91.556,141.355,-117.558,258.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
MS-AM-AC-MH-PR,1.8,184.615,1,125.0,0.217,0.8,1.0,1,0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,187.282,16.355,-117.558,133.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-AC-IK-MH,1.0,0.0,0,0.0,0.203,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,-108.645,-117.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-AC-ZO-KJ-PR,1.0,0.0,0,0.0,0.2,1.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,-108.645,-117.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
JL-AM-AC-MH-PR,0.8,315.789,1,125.0,0.127,0.8,0.0,1,0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,318.456,16.355,-117.558,133.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
AM-IK-ZO-MH-CH,0.0,0.0,0,0.0,0.013,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,-108.645,-117.558,8.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
MS-JL-AM-MH-CH,0.8,0.0,2,250.0,0.0,0.8,0.0,2,0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,2.667,141.355,-117.558,258.912,45.0,-3,82,85,75.475,72.305,147.78,108.645,117.558,-8.912,-2.667
