lineup,poss_total,PM_p40,plus_minus,net_rtg,minutes,o_poss,d_poss,pts_for,pts_against,o_eFG%,o_TOV%,o_orbR,o_ftaR,off_rtg,d_eFG%,d_TOV%,d_orbR,d_ftaR,def_rtg,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40
JL-AM-IK-MH-CH,26.46,8.376,2,5.772,9.552,13.86,12.6,14,12,0.538,0.216,0.144,0.0,101.01,0.643,0.317,0.0,0.571,95.238,16.376,7.987,-6.994,14.981,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-AM-AC-MH-CH,30.46,-32.258,-6,-24.408,7.44,14.06,16.4,12,18,0.417,0.213,0.213,0.25,85.349,0.688,0.244,0.061,1.375,109.756,-24.258,-7.675,7.524,-15.198,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
AM-AC-ZO-MH-CH,13.72,8.571,1,40.575,4.667,5.79,7.93,6,5,0.375,0.173,0.518,0.0,103.627,0.357,0.252,0.126,0.0,63.052,16.571,10.604,-39.181,49.785,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
AM-AC-ZO-MH-PR,8.395,30.769,2,54.494,2.6,4.0,4.395,4,2,0.667,0.25,0.0,0.0,100.0,0.25,0.455,0.228,0.0,45.506,38.769,6.977,-56.726,63.703,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-AC-ZO-MH-CH,7.6,40.678,2,-2.976,1.967,4.8,2.8,5,3,0.667,0.208,0.0,0.667,104.167,1.0,0.357,0.0,2.0,107.143,48.678,11.143,4.91,6.233,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
AM-IK-ZO-MH-PR,4.79,-42.105,-2,-146.794,1.9,2.93,1.86,2,4,0.25,0.0,0.341,0.0,68.259,0.5,0.0,1.075,0.0,215.054,-34.105,-24.764,112.821,-137.585,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-IK-ZO-MH-PR,7.8,-46.602,-2,-52.632,1.717,4.0,3.8,0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.263,0.0,1.0,52.632,-38.602,-93.023,-49.601,-43.422,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
AC-IK-ZO-KJ-PR,6.0,86.747,3,84.821,1.383,3.2,2.8,5,2,0.5,0.0,0.0,1.5,156.25,0.0,0.714,0.0,0.0,71.429,94.747,63.227,-30.804,94.031,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-AM-ZO-MH-CH,3.0,-61.538,-2,-100.0,1.3,1.0,2.0,0,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0,-53.538,-93.023,-2.233,-90.791,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-AC-ZO-PR-CH,4.0,-94.737,-3,-150.0,1.267,2.0,2.0,2,5,1.0,0.5,0.0,0.0,100.0,1.25,0.0,0.0,0.0,250.0,-86.737,6.977,147.767,-140.791,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
MS-AC-ZO-MH-CH,3.33,0.0,0,-171.245,1.1,2.33,1.0,3,3,0.333,0.0,0.429,0.333,128.755,1.5,0.0,0.0,0.0,300.0,8.0,35.732,197.767,-162.035,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
MS-AC-ZO-MH-AM7,4.2,-42.105,-1,-13.889,0.95,1.8,2.4,2,3,0.0,0.0,0.0,2.0,111.111,1.0,0.417,0.0,1.0,125.0,-34.105,18.088,22.767,-4.68,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
JL-IK-ZO-KJ-PR,2.0,0.0,0,0.0,0.933,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-93.023,-102.233,9.209,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
MS-AM-ZO-KJ-CH,1.93,85.714,2,215.054,0.933,0.93,1.0,2,0,0.5,0.0,1.075,0.0,215.054,0.0,0.0,0.0,0.0,0.0,93.714,122.031,-102.233,224.263,40.0,-8,60,68,64.5,66.515,131.015,93.023,102.233,-9.209,-8.0
