Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
221,Coastal Carolina,Sun Belt,,12,21,66.6,71.4,-4.79,,-0.58,,-0.30,-5.96,-6.27,87.37,96.24,-8.87
222,Georgia Southern,Sun Belt,,15,18,72.3,70.4,1.88,,-5.00,,1.34,-7.64,-6.29,84.07,93.73,-9.66
223,UC San Diego,Big West,,12,19,58.4,58.1,0.35,,-3.07,,-9.90,3.41,-6.49,81.10,90.96,-9.85
224,Tennessee Tech,OVC,,16,15,69.9,66.9,3.03,,-7.02,,-0.38,-6.44,-6.82,89.62,99.49,-9.87
225,Tennessee-Martin,OVC,,16,17,63.2,63.2,0.03,,-6.04,,-6.21,-0.67,-6.89,89.11,98.82,-9.71
226,Northern Kentucky,Horizon,,11,20,68.3,73.4,-5.10,,-1.87,,1.29,-8.56,-7.27,91.59,101.93,-10.35
227,Southern,SWAC,,15,15,60.6,62.5,-1.83,,-3.45,,-7.03,-0.25,-7.28,82.22,92.27,-10.05
228,Sacred Heart,NEC,,24,10,65.9,56.4,9.53,,-15.71,,-4.54,-3.01,-7.55,86.11,97.49,-11.39
229,Incarnate Word,Southland,,19,11,62.5,57.4,5.07,,-8.84,,-8.48,0.83,-7.65,86.29,95.72,-9.43
230,Howard,MEAC,,15,16,58.9,57.7,1.26,,-8.95,,-8.32,0.63,-7.69,79.30,90.02,-10.72
231,Youngstown State,Horizon,,14,18,60.6,62.7,-2.09,,-4.29,,-7.89,-0.05,-7.94,83.52,94.43,-10.90
232,Little Rock,OVC,,12,18,55.6,60.7,-5.03,,-2.95,,-12.03,4.05,-7.98,80.35,91.97,-11.63
233,St. Thomas,Summit,,15,16,67.8,71.2,-3.32,,-2.20,,-1.74,-6.49,-8.24,87.92,99.15,-11.23
234,Dayton,A-10,,12,19,63.5,68.9,-5.42,,0.50,,-3.01,-5.25,-8.26,87.52,98.89,-11.37
235,Grambling,SWAC,,23,10,71.9,64.1,7.82,,-8.52,,-1.75,-6.63,-8.38,83.20,93.34,-10.13
236,Binghamton,AEC,,14,17,61.9,60.3,1.65,,-9.40,,-5.67,-2.91,-8.57,87.98,100.66,-12.69
237,Western Michigan,MAC,,12,18,62.2,65.7,-3.50,,-4.54,,-5.09,-3.52,-8.61,87.21,99.39,-12.18
238,Yale,Ivy,,8,19,60.7,68.4,-7.70,,-0.95,,-4.03,-4.63,-8.66,87.01,100.14,-13.14
239,Maryland-Eastern Shore,MEAC,,15,15,62.2,59.3,2.90,,-9.10,,-7.11,-1.82,-8.93,83.13,96.13,-13.01
240,Boston University,Patriot,,20,12,62.6,61.6,1.03,,-8.98,,-5.39,-3.59,-8.98,86.21,99.34,-13.13
241,Lehigh,Patriot,,17,13,68.8,65.4,3.40,,-11.44,,0.03,-9.20,-9.17,87.55,101.86,-14.31
242,Detroit Mercy,Horizon,,17,16,60.2,63.5,-3.21,,-5.98,,-8.88,-0.31,-9.19,81.01,93.53,-12.52
243,Western Illinois,OVC,,18,12,74.3,66.5,7.83,,-10.99,,-0.41,-8.93,-9.34,86.05,98.88,-12.83
244,Cal State Fullerton,Big West,,10,21,59.0,65.4,-6.42,,-2.93,,-5.94,-3.41,-9.35,85.02,98.68,-13.66
245,Indiana State,MVC,,11,21,64.2,71.7,-7.53,,-1.70,,-4.41,-5.00,-9.41,85.48,97.89,-12.41
246,Akron,MAC,,11,18,62.3,66.1,-3.79,,-5.63,,-5.91,-3.51,-9.42,84.81,98.46,-13.65
247,Morehead State,OVC,,15,15,66.3,65.6,0.70,,-6.11,,-4.41,-5.03,-9.44,83.44,96.91,-13.47
248,Stetson,A-Sun,,17,15,57.8,58.8,-1.03,,-6.43,,-11.76,2.27,-9.49,78.67,92.04,-13.37
249,Jacksonville State,CUSA,,12,17,59.0,63.1,-4.10,,-2.65,,-8.88,-0.62,-9.51,79.20,92.87,-13.67
250,Oakland,Horizon,,12,17,71.4,72.9,-1.52,,-2.62,,1.34,-10.89,-9.55,87.88,101.28,-13.40
251,Northern Illinois,MAC,,15,16,64.4,65.6,-1.19,,-6.34,,-5.05,-4.72,-9.77,83.10,96.64,-13.54
252,Denver,Summit,,8,22,64.4,69.7,-5.30,,-3.58,,-4.36,-5.46,-9.82,88.66,102.76,-14.09
253,Jacksonville,A-Sun,,11,20,65.3,70.6,-5.29,,-3.08,,-3.25,-6.73,-9.98,84.83,97.68,-12.85
254,Eastern Illinois,OVC,,15,18,65.7,67.8,-2.12,,-8.20,,-4.17,-6.15,-10.32,84.02,98.38,-14.36
255,Bethune-Cookman,SWAC,,15,16,66.4,60.8,5.55,,-10.07,,-6.52,-4.08,-10.60,79.80,94.05,-14.25
256,Samford,Southern,,14,16,58.1,60.8,-2.73,,-4.79,,-11.11,0.43,-10.68,79.55,95.20,-15.65
257,Manhattan,MAAC,,18,12,57.2,56.7,0.50,,-11.33,,-11.34,0.51,-10.83,81.67,97.12,-15.45
258,Kennesaw State,A-Sun,,11,19,58.9,64.2,-5.33,,-2.50,,-7.76,-3.09,-10.85,81.48,96.69,-15.21
259,Coppin State,MEAC,,12,18,55.3,59.8,-4.53,,-6.54,,-11.66,0.59,-11.08,78.92,95.20,-16.28
260,Kansas City,Summit,,12,20,64.5,66.0,-1.47,,-5.19,,-8.62,-2.60,-11.22,80.03,95.51,-15.49
261,Cornell,Ivy,,7,19,56.0,67.4,-11.42,,0.03,,-7.88,-3.52,-11.40,79.95,96.54,-16.59
262,San Jose State,MWC,,7,24,60.3,66.2,-5.87,,-2.26,,-7.11,-4.35,-11.46,84.12,100.80,-16.69
263,Ohio,MAC,,11,19,63.8,71.5,-7.67,,-3.89,,-3.58,-7.98,-11.55,80.94,96.50,-15.57
264,Loyola (MD),Patriot,,16,15,59.0,61.3,-2.26,,-9.39,,-9.02,-2.62,-11.64,84.95,102.43,-17.49
265,Canisius,MAAC,,17,14,60.6,61.8,-1.13,,-10.37,,-7.91,-3.89,-11.80,84.18,100.99,-16.81
266,Massachusetts,A-10,,5,27,58.0,71.2,-13.13,,0.99,,-5.35,-6.79,-12.14,83.19,100.34,-17.15
267,Weber State,Big Sky,,8,25,57.0,66.6,-9.61,,-1.80,,-8.20,-3.94,-12.14,82.22,100.02,-17.80
268,Bucknell,Patriot,,13,18,55.9,61.2,-5.29,,-6.89,,-11.32,-0.87,-12.18,79.96,98.12,-18.16
269,High Point,Big South,,20,12,62.7,63.9,-1.22,,-8.81,,-5.75,-6.46,-12.21,83.25,100.04,-16.79
270,Alabama A&M,SWAC,,15,16,61.7,61.9,-0.13,,-11.10,,-9.47,-2.77,-12.23,80.34,97.10,-16.76
271,Nicholls State,Southland,,14,18,62.9,63.2,-0.25,,-8.85,,-7.69,-4.57,-12.26,81.74,98.50,-16.76
272,Furman,Southern,,15,16,66.2,64.1,2.10,,-8.65,,-5.84,-6.45,-12.29,83.26,100.24,-16.98
273,Southern Utah,WAC,,8,22,65.7,73.6,-7.87,,-3.85,,-3.54,-8.94,-12.47,88.34,105.46,-17.12
274,Sacramento State,Big Sky,,6,25,56.7,66.9,-10.16,,-2.34,,-9.07,-3.43,-12.50,81.36,99.83,-18.47
275,North Alabama,A-Sun,,12,18,68.0,72.5,-4.50,,-4.91,,-0.70,-11.81,-12.51,85.33,102.20,-16.87
276,East Texas A&M,Southland,,15,16,68.9,72.5,-3.58,,-6.06,,1.23,-13.84,-12.61,85.59,101.99,-16.40
277,Tarleton State,WAC,,11,20,61.4,65.4,-4.06,,-6.20,,-9.86,-2.80,-12.66,81.22,98.25,-17.03
278,La Salle,A-10,,8,22,57.6,70.8,-13.17,,0.38,,-6.15,-6.64,-12.79,81.13,99.70,-18.57
279,Northwestern State,Southland,,11,19,58.4,61.6,-3.20,,-5.59,,-12.42,-0.46,-12.88,77.40,94.77,-17.37
280,New Orleans,Southland,,11,19,62.2,68.3,-6.17,,-6.90,,-5.10,-7.98,-13.07,78.03,95.26,-17.23
281,IU Indy,Horizon,,7,23,64.5,75.1,-10.63,,-2.45,,-2.05,-11.04,-13.09,83.03,100.33,-17.30
282,Bryant,AEC,,15,15,60.6,61.0,-0.43,,-9.07,,-8.64,-4.57,-13.21,80.83,100.02,-19.18
283,St. Bonaventure,A-10,,4,26,54.7,66.5,-11.83,,-1.53,,-9.93,-3.44,-13.37,79.70,98.86,-19.16
284,Utah Valley,WAC,,10,19,59.8,65.5,-5.66,,-6.31,,-10.41,-2.97,-13.39,76.64,95.14,-18.51
285,Omaha,Summit,,8,23,72.3,81.2,-8.84,,-2.17,,3.23,-16.64,-13.41,90.41,108.04,-17.64
286,Sam Houston,CUSA,,7,22,66.2,72.3,-6.10,,-2.56,,-2.41,-11.01,-13.42,81.21,98.90,-17.70
287,Miami (OH),MAC,,9,20,53.9,63.8,-9.83,,-3.76,,-13.65,0.06,-13.58,76.22,95.97,-19.75
288,Xavier,Big East,,1,27,50.7,72.6,-21.93,,8.34,,-9.15,-4.45,-13.59,79.76,100.32,-20.56
289,Le Moyne,NEC,,18,15,57.9,61.2,-3.27,,-10.38,,-11.08,-2.57,-13.65,79.97,99.24,-19.27
290,Quinnipiac,MAAC,,13,18,59.3,64.6,-5.29,,-8.47,,-8.13,-5.63,-13.76,82.08,101.88,-19.80
291,Elon,CAA,,11,21,53.1,61.3,-8.28,,-4.76,,-13.77,-0.05,-13.82,74.15,94.32,-20.17
292,North Florida,A-Sun,,9,21,63.5,68.2,-4.63,,-4.05,,-6.56,-7.38,-13.94,82.63,102.01,-19.38
293,Southeast Missouri State,OVC,,9,20,62.1,66.7,-4.62,,-6.87,,-9.38,-4.68,-14.05,78.25,97.80,-19.55
294,North Dakota,Summit,,9,21,66.9,76.6,-9.70,,-1.26,,-1.79,-12.28,-14.07,83.81,102.20,-18.39
295,Cal State Bakersfield,Big West,,8,21,58.7,67.0,-8.28,,-5.25,,-7.38,-6.72,-14.10,83.31,103.56,-20.26
296,Valparaiso,MVC,,5,25,61.8,72.8,-11.00,,-3.11,,-6.89,-7.22,-14.11,83.03,101.86,-18.83
297,Mount St. Mary's,MAAC,,14,17,54.5,58.5,-4.00,,-10.26,,-13.97,-0.30,-14.26,75.27,95.79,-20.52
298,American,Patriot,,10,20,60.8,66.0,-5.23,,-9.09,,-7.14,-7.18,-14.33,79.79,100.63,-20.84
299,Hofstra,CAA,,11,21,56.6,58.9,-2.31,,-9.22,,-13.15,-1.33,-14.48,76.16,97.29,-21.13
300,New Hampshire,AEC,,9,20,54.1,58.8,-4.66,,-8.63,,-13.23,-1.44,-14.67,76.07,97.69,-21.62
301,Texas-Rio Grande Valley,WAC,,6,23,59.6,71.0,-11.41,,-3.40,,-9.04,-5.78,-14.82,79.47,99.94,-20.47
302,Seattle,WAC,,6,23,63.6,75.2,-11.59,,-3.39,,-3.80,-11.17,-14.97,84.04,104.48,-20.44
303,South Alabama,Sun Belt,,9,23,60.7,71.5,-10.81,,-1.92,,-7.97,-7.11,-15.08,79.43,100.34,-20.91
304,Northeastern,CAA,,10,17,57.5,64.6,-7.11,,-7.98,,-10.19,-4.91,-15.09,81.98,104.48,-22.50
305,Tennessee State,OVC,,11,19,62.1,68.1,-6.07,,-8.26,,-7.88,-7.34,-15.23,77.23,98.29,-21.06
306,Maryland-Baltimore County,AEC,,10,19,58.4,63.0,-4.59,,-8.71,,-10.03,-5.24,-15.27,77.91,100.04,-22.14
307,Army,Patriot,,12,17,59.2,62.3,-3.07,,-9.81,,-9.71,-5.62,-15.32,80.32,102.46,-22.13
308,Navy,Patriot,,14,17,61.8,63.7,-1.90,,-9.98,,-8.24,-7.08,-15.32,77.76,99.17,-21.41
309,NJIT,AEC,,12,18,57.4,62.5,-5.03,,-10.52,,-9.46,-6.10,-15.56,76.77,99.21,-22.44
310,Presbyterian,Big South,,21,15,57.6,58.9,-1.36,,-11.13,,-14.20,-1.41,-15.61,77.84,99.16,-21.31
311,Bellarmine,A-Sun,,10,19,67.2,75.0,-7.83,,-4.47,,-2.76,-12.93,-15.69,83.73,103.95,-20.21
312,Portland State,Big Sky,,8,23,56.3,67.6,-11.29,,-3.10,,-10.24,-5.65,-15.89,82.26,106.48,-24.22
313,Radford,Big South,,15,18,57.5,61.4,-3.94,,-11.29,,-12.97,-3.13,-16.10,76.07,98.14,-22.07
314,Alcorn State,SWAC,,12,20,54.1,63.0,-8.88,,-5.89,,-15.16,-0.95,-16.11,75.84,97.09,-21.26
315,Eastern Michigan,MAC,,7,22,57.3,67.5,-10.24,,-4.72,,-11.49,-4.73,-16.22,75.90,99.00,-23.10
316,Pepperdine,WCC,,5,25,54.2,70.1,-15.90,,2.40,,-12.22,-4.02,-16.24,76.08,100.06,-23.98
317,Iona,MAAC,,11,19,57.6,63.2,-5.60,,-10.85,,-10.73,-5.72,-16.45,81.12,104.81,-23.69
318,Central Michigan,MAC,,6,22,61.5,71.7,-10.18,,-5.18,,-7.08,-9.51,-16.59,77.84,99.98,-22.14
319,Florida A&M,SWAC,,9,21,59.8,70.0,-10.20,,-6.45,,-8.10,-8.56,-16.65,79.17,101.85,-22.68
320,Dartmouth,Ivy,,7,19,48.5,58.4,-9.92,,-3.29,,-18.97,2.18,-16.79,71.51,97.80,-26.29
321,Lafayette,Patriot,,10,20,55.9,63.6,-7.77,,-9.47,,-12.32,-4.91,-17.23,78.89,104.88,-26.00
322,Bradley,MVC,,6,26,60.2,75.3,-15.09,,-1.50,,-8.43,-8.85,-17.27,81.66,105.94,-24.28
323,South Carolina Upstate,Big South,,16,16,58.8,61.4,-2.56,,-13.81,,-12.09,-5.27,-17.36,75.89,99.12,-23.22
324,Lindenwood,OVC,,7,21,64.8,72.1,-7.29,,-8.22,,-5.86,-11.58,-17.44,84.39,108.64,-24.25
325,Charleston Southern,Big South,,11,19,61.0,66.6,-5.57,,-11.28,,-8.88,-8.61,-17.49,77.00,100.55,-23.55
326,FDU,NEC,,14,17,58.4,61.0,-2.58,,-13.52,,-12.67,-5.12,-17.79,78.87,104.96,-26.10
327,Robert Morris,Horizon,,6,24,55.3,66.4,-11.03,,-3.88,,-13.66,-4.22,-17.88,74.55,100.33,-25.78
328,SIU Edwardsville,OVC,,5,26,68.1,77.0,-8.97,,-6.47,,-1.64,-16.37,-18.00,84.83,109.17,-24.33
329,Massachusetts-Lowell,AEC,,4,25,51.9,63.6,-11.69,,-6.55,,-13.58,-4.66,-18.24,73.12,99.99,-26.87
330,Cal State Northridge,Big West,,3,27,55.2,69.6,-14.47,,-3.52,,-10.17,-8.18,-18.34,73.16,98.71,-25.56
331,Marist,MAAC,,6,25,55.5,63.9,-8.39,,-9.96,,-12.52,-5.82,-18.34,72.30,98.85,-26.55
332,Morgan State,MEAC,,8,22,53.6,62.7,-9.13,,-7.02,,-13.83,-4.58,-18.41,72.30,98.20,-25.91
333,North Carolina Central,MEAC,,16,15,65.7,65.9,-0.13,,-10.94,,-6.29,-12.32,-18.62,72.58,97.38,-24.79
334,Prairie View,SWAC,,11,18,63.3,68.4,-5.07,,-6.44,,-9.35,-9.33,-18.68,77.45,102.63,-25.19
335,Merrimack,NEC,,12,19,59.3,62.5,-3.29,,-15.44,,-11.27,-7.46,-18.74,74.63,101.98,-27.35
336,Rider,MAAC,,10,21,54.9,64.6,-9.71,,-9.59,,-13.58,-5.72,-19.30,76.11,104.39,-28.28
337,Winthrop,Big South,,14,16,56.8,60.2,-3.47,,-12.78,,-15.90,-3.44,-19.34,72.35,99.44,-27.10
338,Hampton,CAA,,3,26,54.5,68.2,-13.72,,-6.10,,-11.50,-8.32,-19.82,72.45,99.74,-27.29
339,Evansville,MVC,,4,28,62.8,81.1,-18.25,,-1.64,,-5.92,-13.97,-19.89,77.05,102.80,-25.75
340,UNC Asheville,Big South,,11,20,59.5,60.5,-1.00,,-15.72,,-13.73,-6.27,-20.00,74.18,101.95,-27.77
341,Utah State,MWC,,5,25,56.2,74.0,-17.77,,-1.20,,-8.29,-12.31,-20.59,78.93,107.97,-29.04
342,Central Connecticut State,NEC,,9,21,57.9,66.1,-8.27,,-13.27,,-11.71,-9.82,-21.53,75.31,106.04,-30.73
343,Texas Southern,SWAC,,7,22,59.3,72.3,-12.93,,-5.91,,-12.02,-9.81,-21.83,73.19,101.79,-28.60
344,Longwood,Big South,,9,21,61.0,68.7,-7.67,,-10.92,,-11.19,-10.80,-21.99,73.61,103.37,-29.76
345,Houston Christian,Southland,,6,23,53.7,65.0,-11.38,,-4.34,,-17.01,-5.25,-22.26,70.64,102.11,-31.47
346,Queens (NC),A-Sun,,7,22,62.0,70.4,-8.45,,-8.26,,-9.83,-12.89,-22.72,73.75,104.73,-30.98
347,Saint Peter's,MAAC,,7,23,50.6,62.4,-11.87,,-10.86,,-18.83,-3.89,-22.72,67.41,100.26,-32.86
348,Western Carolina,Southern,,6,24,56.8,66.4,-9.57,,-7.38,,-12.74,-10.16,-22.90,75.74,108.41,-32.67
349,Gardner-Webb,Big South,,6,24,62.3,76.7,-14.43,,-9.64,,-5.87,-18.20,-24.07,79.51,111.52,-32.00
350,Mississippi Valley State,SWAC,,4,27,55.5,77.1,-21.65,,-2.59,,-11.27,-12.96,-24.24,71.99,102.84,-30.86
351,Delaware State,MEAC,,8,20,57.5,70.8,-13.25,,-6.71,,-12.60,-12.49,-25.10,74.85,110.09,-35.24
352,UNC Wilmington,CAA,,5,25,54.5,72.8,-18.27,,-5.45,,-12.64,-12.94,-25.58,71.14,106.20,-35.06
353,Long Island University,NEC,,8,22,58.2,67.8,-9.60,,-17.18,,-13.56,-13.22,-26.78,72.06,110.32,-38.25
354,McNeese State,Southland,,6,25,65.2,78.4,-13.23,,-5.36,,-6.28,-20.94,-27.21,78.38,113.12,-34.74
355,Alabama State,SWAC,,3,26,49.3,73.4,-24.03,,-3.64,,-17.84,-9.83,-27.67,68.49,104.90,-36.41
356,Wagner,NEC,,7,21,55.3,67.0,-11.75,,-16.39,,-17.24,-12.55,-29.80,65.69,108.25,-42.56
357,South Carolina State,MEAC,,2,28,48.3,69.1,-20.77,,-9.10,,-19.80,-10.07,-29.86,66.65,109.91,-43.26
358,Stonehill,NEC,,4,26,52.2,69.0,-16.77,,-13.40,,-18.42,-11.75,-30.17,66.66,109.55,-42.89
359,Chicago State,Ind,,1,26,59.0,83.0,-24.04,,-4.05,,-9.56,-22.07,-31.63,71.14,111.70,-40.56
360,Saint Francis (PA),NEC,,5,25,51.5,69.9,-18.40,,-13.92,,-18.90,-13.42,-32.32,68.26,114.94,-46.68
