"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreStartFixed","scoreEnd","scoreStartAgst","scoreStartAgstFixed","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5","transferKeyPctile","netpppPctile","opppPctile","dpppPctile"
"69524a6127b7ea9ac110bb9c","2695943-105097-11","2025-12-21T01:32:24Z","41098","2695943","14","11","105097","LMU (CA)","30","1","false","true","false","2138783-2291259-2291264-1688590-2118064","2","2","901","954","04:59","04:06","53","21","21","23","20","20","20","2","0","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:53","0","0","1","","","1","0","0.5","2","","","2138783","Jess Lawson","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110c8b1","2695943-105097-12","2025-12-21T01:32:24Z","41098","2695943","15","12","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291259-1688590-2118064","2","2","954","1048","04:06","02:32","94","23","23","23","20","20","22","0","2","-2","0","3","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","3","0","01:34","0","3","0","0","","3","2.8","2.9","0","0.7143","-0.7143","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.2","0.13","0.59"
"69524a6227b7ea9ac110cc07","2695943-105097-13","2025-12-21T01:32:24Z","41098","2695943","16","13","105097","LMU (CA)","30","1","false","true","true","1925105-2291259-2291264-1688590-2118064","2","2","1048","1200","02:32","00:00","152","23","23","25","22","22","27","2","5","-3","1","5","1","4","0","1","0","0","1","0","0","1","2","2","4","1","3","1","1","0","2","1","0","2","0","02:32","3","2","0.25","0","","2.86","5","3.93","0.6993","1","-0.3007","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.35","0.38","0.46"
"69524a6127b7ea9ac110c0ad","2695943-105097-14","2025-12-21T01:32:24Z","41098","2695943","17","14","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2118064","3","3","1200","1260","10:00","09:00","60","25","25","27","27","27","27","2","0","2","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","01:00","0","0","1","","","2","1","1.5","1","0","1","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110cb6b","2695943-105097-15","2025-12-21T01:32:24Z","41098","2695943","18","15","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291264-1688590-2118064","3","3","1260","1338","09:00","07:42","78","27","27","27","27","27","29","0","2","-2","0","1","0","0","0","1","0","0","0","0","0","1","0","1","2","1","1","0","1","0","0","0","0","1","0","01:18","1","1","","0","","1","2","1.5","0","1","-1","2138783","Jess Lawson","1925105","Andjela Matic","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110c332","2695943-105097-16","2025-12-21T01:32:24Z","41098","2695943","19","16","105097","LMU (CA)","30","1","false","true","false","2118049-1925105-2291264-1688590-2481512","3","3","1338","1394","07:42","06:46","56","27","27","29","29","29","29","2","0","2","1","2","1","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","00:56","1","0","0.5","","","0.93","1","0.965","2.1505","0","2.1505","2118049","Mari Somvichian","1925105","Andjela Matic","2291264","Zawadi Ogot","1688590","Carly Heidger","2481512","Kayla Jones","","","",""
"69524a6327b7ea9ac110d6d5","2695943-105097-17","2025-12-21T01:32:24Z","41098","2695943","20","17","105097","LMU (CA)","30","1","false","true","false","2118049-1925105-2291264-1688590-2118064","3","3","1394","1443","06:46","05:57","49","29","29","31","29","29","33","2","4","-2","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0","1","0","0","0","0","00:49","0","0","1","","","1","2","1.5","2","2","0","2118049","Mari Somvichian","1925105","Andjela Matic","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110d02e","2695943-105097-18","2025-12-21T01:32:24Z","41098","2695943","21","18","105097","LMU (CA)","30","1","false","true","false","2118049-2291259-2291264-2118064-2283300","3","3","1443","1500","05:57","05:00","57","31","31","33","33","33","36","2","3","-1","0","1","0","1","0","0","2","2","0","0","0","0","0","1","1","1","1","0","0","1","1","1","0","1","0","00:57","0","1","0","","1","1.8","2.4","2.1","1.1111","1.25","-0.1389","2118049","Mari Somvichian","2291259","Allison Clarke","2291264","Zawadi Ogot","2118064","Maya Hernandez","2283300","Ana Milanovic","","","",""
"69524a6327b7ea9ac110db2c","2695943-105097-19","2025-12-21T01:32:24Z","41098","2695943","22","19","105097","LMU (CA)","30","1","false","true","false","2118049-2291259-2291264-1688590-2118064","3","3","1500","1566","05:00","03:54","66","33","33","36","36","36","39","3","3","0","1","3","1","3","0","0","1","1","1","0","0","0","1","1","1","0","0","1","1","0","1","0","0","1","0","01:06","1","1","0.3333","","1","2.33","1","1.665","1.2876","3","-1.7124","2118049","Mari Somvichian","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110d41e","2695943-105097-20","2025-12-21T01:32:24Z","41098","2695943","23","20","105097","LMU (CA)","30","1","false","true","false","2138783-2291259-2291264-1688590-2118064","3","3","1566","1604","03:54","03:16","38","36","36","38","39","39","42","2","3","-1","1","2","1","2","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","2","1","0","0","1","0","00:38","1","1","0.5","","","2","1.8","1.9","1","1.6667","-0.6667","2138783","Jess Lawson","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6227b7ea9ac110cc62","2695943-105097-21","2025-12-21T01:32:24Z","41098","2695943","24","21","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","3","3","1604","1701","03:16","01:39","97","38","38","41","42","42","44","3","2","1","1","2","1","2","0","0","1","1","0","0","1","1","1","1","2","1","2","0","0","0","0","0","0","0","0","01:37","2","0","0.5","","1","2.33","2","2.165","1.2876","1","0.2876","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"69524a6127b7ea9ac110b9ec","2695943-105097-22","2025-12-21T01:32:24Z","41098","2695943","25","22","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-1688590-2118064","3","3","1701","1714","01:39","01:26","13","41","41","41","44","44","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:13","0","0","","","","0","0","0","","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
