"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreStartFixed","scoreEnd","scoreStartAgst","scoreStartAgstFixed","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","transferKeyPctile","netpppPctile","opppPctile","dpppPctile","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5"
"6954ef8d7acae262bb0b85b2","2750313-105097-11","2025-12-31T04:00:39Z","41098","2750313","12","11","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-2118064-1696172","2","2","666","716","08:54","08:04","50","12","12","12","16","16","18","0","2","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","1","00:50","0","1","","","","0","0.93","0.465","","2.1505","","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b684e","2750313-105097-12","2025-12-31T04:00:39Z","41098","2750313","14","12","105097","LMU (CA)","30","1","false","true","false","1925105-2291259-2291264-1688590-2118064","2","2","716","723","08:04","07:57","7","12","12","13","18","18","18","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:07","0","0","","","1","0.4","0","0.2","2.5","","","","","","","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b7b39","2750313-105097-13","2025-12-31T04:00:39Z","41098","2750313","15","13","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2291259-1688590-2118064","2","2","723","859","07:57","05:41","136","13","13","20","18","18","23","7","5","2","2","6","1","3","1","3","2","2","1","2","0","1","3","1","3","0","0","1","3","3","1","2","0","1","2","02:16","4","3","0.3333","0.3333","1","3.59","4.7733","4.1816","1.9499","1.0475","0.9024","0","0.84","0.95","0.36","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b6643","2750313-105097-14","2025-12-31T04:00:39Z","41098","2750313","16","14","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-1696172","2","2","859","862","05:41","05:38","3","20","20","20","23","23","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:03","0","0","","","","0","0","0","","","","","","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b7214","2750313-105097-15","2025-12-31T04:00:39Z","41098","2750313","17","15","105097","LMU (CA)","30","1","false","true","true","1925105-2270840-2291259-1688590-1696172","2","2","862","1101","05:38","01:39","239","20","20","25","23","23","26","5","3","2","2","3","1","1","1","2","0","2","1","1","3","5","0","1","7","0","1","1","6","0","1","1","0","2","1","03:59","5","3","1","0.5","0","6.8","6.93","6.865","0.7353","0.4329","0.3024","0","0.62","0.4","0.79","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","1696172","Paula Reus Piza"
"6954ef8c7acae262bb0b749e","2750313-105097-16","2025-12-31T04:00:39Z","41098","2750313","18","16","105097","LMU (CA)","30","1","false","true","true","1925105-2270840-2291259-1688590-2118064","2","2","1101","1200","01:39","00:00","99","25","25","28","26","26","28","3","2","1","1","2","0","0","1","2","0","0","0","1","0","1","0","1","2","1","1","0","1","0","1","1","0","1","0","01:39","1","1","","0.5","","2","3","2.5","1.5","0.6667","0.8333","0","0.83","0.83","0.67","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b73cf","2750313-105097-17","2025-12-31T04:00:39Z","41098","2750313","19","17","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","3","3","1200","1389","10:00","06:51","189","28","28","35","28","28","31","7","3","4","3","5","3","5","0","0","1","1","2","1","0","2","1","1","4","0","1","1","3","0","1","2","0","1","1","03:09","3","2","0.6","","1","4.33","4.93","4.63","1.6166","0.6085","1.0081","0","0.87","0.87","0.7","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b6bae","2750313-105097-18","2025-12-31T04:00:39Z","41098","2750313","20","18","105097","LMU (CA)","30","1","false","true","false","1925105-2291259-2291264-1688590-2118064","3","3","1389","1446","06:51","05:54","57","35","35","35","31","31","31","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","00:57","0","2","0","","","2","1","1.5","0","0","0","","","","","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8d7acae262bb0b7831","2750313-105097-19","2025-12-31T04:00:39Z","41098","2750313","21","19","105097","LMU (CA)","30","1","false","true","true","2138783-2291259-2291264-1688590-2118064","3","3","1446","1575","05:54","03:45","129","35","35","41","31","31","36","6","5","1","2","3","2","3","0","0","2","3","1","1","0","0","0","2","3","1","2","1","1","1","1","3","0","1","2","02:09","0","3","0.6667","","0.6667","4.2","5.33","4.765","1.4286","0.9381","0.4905","0","0.7","0.8","0.47","2138783","Jess Lawson","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez"
"6954ef8c7acae262bb0b6f43","2750313-105097-20","2025-12-31T04:00:39Z","41098","2750313","22","20","105097","LMU (CA)","30","1","false","true","false","1925105-2291259-2291264-2481512-1696172","3","3","1575","1658","03:45","02:22","83","41","41","45","36","36","36","4","0","4","2","2","2","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","01:23","0","0","1","","","2","2","2","2","0","2","","","","","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","2481512","Kayla Jones","1696172","Paula Reus Piza"
