player1,player2,player3,minutes,pts_for,pts_against,o_poss,d_poss,plus_minus,off_rtg,def_rtg,net_rtg,PM_p40,rel_PM_p40,rel_off_rtg,rel_def_rtg,rel_net_rtg
AM,KJ,PR,27.569,46,40,38.927,41.25,6,118.16990777609371,96.96969696969697,21.20021080639674,8.705430011969966,7.238773123015893,9.131865614717398,-9.104823890288714,18.23668950500611
AM,AC,KJ,26.885,49,46,41.397,42.85,3,118.36606517380488,107.3512252042007,11.014839969604182,4.463455458434071,2.996798569479997,9.328023012428574,1.2767043442150197,8.051318668213554
AM,IK,ZO,26.804000000000002,35,44,40.52,44.37,-9,86.37709772951628,99.16610322289836,-12.789005493382078,-13.43083121922101,-14.897488108175084,-22.66094443186003,-6.908417637087325,-15.752526794772706
AC,KJ,PR,24.788,43,32,34.797000000000004,36.05,11,123.57387131074515,88.76560332871013,34.80826798203502,17.750524447313214,16.28386755835914,14.535829149368837,-17.308917531275554,31.84474668064439
JL,AC,PR,24.718,59,48,45.31,39.667,11,130.21408077687045,121.00738649255047,9.20669428431998,17.80079294441298,16.334136055458906,21.176038615494136,14.932865632564784,6.243172982929352
JL,ZO,CH,22.487,42,59,37.84,43.17,-17,110.9936575052854,136.66898309010887,-25.67532558482347,-30.239694045448484,-31.706350934402558,1.9556153439090878,30.594462230123185,-28.638846886214097
IK,ZO,CH,20.985,26,34,30.86,38.58,-8,84.25145819831498,88.12856402280975,-3.8771058244947767,-15.248987371932333,-16.715644260886407,-24.786583963061332,-17.945956837175927,-6.840627125885405
JL,ZO,MH,20.108999999999998,40,46,37.11,42.51,-6,107.78765831312316,108.2098329804752,-0.42217466735203857,-11.934954497985977,-13.40161138694005,-1.2503838482531506,2.135312120489516,-3.3856959687426667
JL,AC,IK,19.823,36,44,34.97,34.46,-8,102.94538175579069,127.68427161926871,-24.738889863478022,-16.142864349493014,-17.609521238447087,-6.092660405585619,21.60975075928303,-27.70241116486865
JL,AC,KJ,19.537,41,41,31.68,31.330000000000002,0,129.41919191919192,130.86498563676986,-1.445793717577942,0.0,-1.4666568889540739,20.381149757815606,24.790464776784177,-4.40931501896857
AC,ZO,KJ,19.419,31,30,27.727,28.65,1,111.804378403722,104.71204188481676,7.092336518905242,2.0598383026932385,0.5931814137391647,2.7663362423456874,-1.3624789751689264,4.128815217514614
AC,IK,PR,19.239,33,35,34.05,32.115,-2,96.91629955947137,108.9833411178577,-12.067041558386336,-4.158220281719424,-5.624877170673498,-12.121742601904941,2.908820257872023,-15.030562859776964
AM,ZO,KJ,19.187,29,25,25.537,27.85,4,113.56071582409837,89.76660682226212,23.794109001836247,8.33897951738156,6.8723226284274865,4.522673662722056,-16.307914037723563,20.83058770044562
AC,KJ,CH,19.156,34,43,32.22,32.13,-9,105.52451893234016,133.83131030189853,-28.30679136955837,-18.793067446230946,-20.25972433518502,-3.513523229036153,27.756789441912844,-31.270312670948996
AC,PR,CH,18.769000000000002,33,32,29.59,29.39,1,111.52416356877323,108.88057162300102,2.643591945772215,2.1311737439394745,0.6645168549854006,2.4861214073969222,2.8060507630153353,-0.31992935561841307
JL,IK,KJ,18.406,25,30,26.095,29.130000000000003,-5,95.80379383023569,102.98661174047372,-7.182817910238029,-10.866021949364338,-12.332678838318412,-13.23424833114062,-3.087909119511963,-10.146339211628657
AM,IK,KJ,18.186999999999998,21,25,24.045,28.26,-4,87.3362445414847,88.46426043878273,-1.1280158972980274,-8.797492714576347,-10.26414960353042,-21.701797619891607,-17.610260421202952,-4.0915371986886555
AM,KJ,CH,18.136,30,28,27.105,29.66,2,110.68068622025456,94.40323668240053,16.277449537854025,4.411116012351125,2.9444591233970514,1.642644058878247,-11.67128417758515,13.313928236463397
JL,AM,KJ,17.9,39,34,30.175,29.86,5,129.2460646230323,113.86470194239786,15.381362680634453,11.173184357541901,9.706527468587828,20.208022461656,7.790181082412175,12.417841379243825
JL,KJ,CH,17.64,31,34,27.825,28.73,-3,111.41060197663973,118.34319526627219,-6.9325932896324645,-6.802721088435374,-8.269377977389448,2.372559815263415,12.268674406286507,-9.896114591023093
IK,KJ,CH,16.907,21,23,25.985,28.130000000000003,-2,80.81585530113527,81.76324209029505,-0.9473867891597791,-4.731767906784172,-6.198424795738246,-28.222186860241038,-24.31127876969063,-3.9109080905504072
ZO,KJ,PR,16.543,22,19,20.677,22.25,3,106.39841369637762,85.39325842696628,21.005155269411333,7.253823369400956,5.787166480446881,-2.639628464998694,-20.6812624330194,18.041633968020705
AM,AC,IK,15.92,12,19,26.0,24.925,-7,46.15384615384615,76.22868605817452,-30.074839904328364,-17.587939698492463,-19.054596587446536,-62.88419600753016,-29.845834801811165,-33.03836120571899
ZO,PR,CH,15.774000000000001,23,35,24.73,24.52,-12,93.00444803881925,142.74061990212073,-49.73617186330148,-30.429821224800303,-31.896478113754377,-16.033594122557062,36.666099042135045,-52.69969316469211
AC,IK,KJ,14.929,21,27,23.11,23.53,-6,90.86975335352662,114.74713132171695,-23.87737796819033,-16.076093509277246,-17.54275039823132,-18.16828880784969,8.672610461731267,-26.84089926958096
IK,KJ,PR,14.125,19,22,18.169999999999998,19.66,-3,104.56796917996698,111.90233977619532,-7.334370596228339,-8.495575221238939,-9.962232110193012,-4.470072981409331,5.827818916209637,-10.297891897618968
AC,IK,ZO,13.806,23,20,23.06,22.52,3,99.7398091934085,88.80994671403198,10.929862479376524,8.69187309865276,7.2252162096986865,-9.298232967967806,-17.264574145953702,7.966341177985896
IK,PR,CH,13.163,14,22,20.46,22.05,-8,68.42619745845552,99.77324263038548,-31.347045171929963,-24.310567499810073,-25.777224388764147,-40.61184470292079,-6.3012782296002,-34.31056647332059
JL,AM,ZO,12.543,24,35,21.19,25.64,-11,113.26097215667768,136.50546021840873,-23.244488061731047,-35.079327114725345,-36.54598400367942,4.222929995301371,30.430939358423046,-26.208009363121676
JL,PR,CH,12.306000000000001,17,24,19.060000000000002,17.98,-7,89.19202518363063,133.48164627363735,-44.28962109000672,-22.753128555176335,-24.21978544413041,-19.846016977745677,27.40712541365167,-47.25314239139735
JL,KJ,PR,12.163,25,23,19.11,18.73,2,130.82155939298795,122.79765082754939,8.02390856543856,6.57732467318918,5.1106677842351065,21.78351723161164,16.723129967563708,5.060387264047932
JL,AC,ZO,10.544,18,23,16.580000000000002,17.73,-5,108.5645355850422,129.7236322617033,-21.159096676661107,-18.96813353566009,-20.434790424614164,-0.47350657633411686,23.64911140171762,-24.122617978051736
IK,ZO,KJ,10.542,13,8,15.059999999999999,14.66,5,86.32138114209829,54.570259208731244,31.751121933367045,18.971732119142477,17.505075230188403,-22.71666101927802,-51.50426165125444,28.787600631976417
ZO,KJ,CH,10.379,19,17,16.91,16.13,2,112.35955056179776,105.39367637941723,6.9658741823805315,7.707871663936796,6.241214774982723,3.3215084004214503,-0.680844480568453,4.002352880989903
