interval_num,interval_len,lineup,minutes,rel_PM_p40,PM_p40,o_poss,d_poss,plus_minus,net_rtg,off_rtg,def_rtg,poss_total,rel_net_rtg,team_minutes,team_plus_minus,team_pts_for,team_pts_against,team_o_poss,team_d_poss,team_poss_total,team_off_rtg,team_def_rtg,team_net_rtg,team_PM_p40,interval_start,interval_end,pts_for,pts_against,net_pts,o_eFG%,d_eFG%,o_TOV%,d_TOV%,o_orbR,d_orbR,o_ftaR,d_ftaR,rel_off_rtg,rel_def_rtg
3,3,JL-AM-IK-KJ-PR,2.267,-73.357,-70.588,2.93,4.0,-4,-81.741,68.259,150.0,6.93,-82.523,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,6,-4,0.25,0.75,0.0,0.0,0.341,0.0,0.0,0.0,-44.208,38.315
3,3,JL-AC-ZO-KJ-CH,2.147,-58.67,-55.901,1.65,2.8,-3,-57.359,121.212,178.571,4.45,-58.142,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,5,-3,0.143,1.0,0.0,0.0,3.03,0.0,0.0,1.0,8.744,66.886
3,3,MS-JL-AM-MH-PR,2.09,-79.324,-76.555,3.0,2.8,-4,-147.619,66.667,214.286,5.8,-148.402,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,6,-4,0.333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-45.801,102.601
3,3,JL-IK-ZO-MH-PR,1.945,100.059,102.828,5.19,4.0,5,73.41,173.41,100.0,9.19,72.628,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,9,4,5,0.643,1.0,0.193,0.5,0.771,0.0,0.143,0.0,60.943,-11.685
3,3,AC-IK-ZO-MH-PR,1.8,-91.658,-88.889,4.0,3.93,-4,-102.672,50.0,152.672,7.93,-103.454,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,6,-4,0.5,0.75,0.5,0.254,0.0,0.254,0.0,0.0,-62.468,40.987
3,3,MS-AM-AC-KJ-PR,1.667,-2.769,0.0,2.0,3.0,0,0.0,0.0,0.0,5.0,-0.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,0,0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,-112.468,-111.685
3,3,JL-AC-ZO-MH-CH,1.63,-76.389,-73.62,1.8,2.8,-3,-107.143,0.0,107.143,4.6,-107.926,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,3,-3,0.0,1.0,0.0,0.357,0.0,0.0,2.0,2.0,-112.468,-4.542
3,3,JL-AM-AC-MH-PR,1.627,21.821,24.59,4.8,3.687,1,8.251,62.5,54.249,8.487,7.468,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,3,2,1,0.25,0.333,0.0,0.271,0.0,0.271,0.5,0.333,-49.968,-57.436
3,3,AM-IK-ZO-MH-CH,1.617,-151.223,-148.454,2.0,3.66,-6,-118.579,100.0,218.579,5.66,-119.362,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,8,-6,1.0,0.6,0.5,0.0,0.0,0.546,0.0,0.4,-12.468,106.894
3,3,AM-IK-ZO-KJ-PR,1.567,-2.769,0.0,1.93,2.0,0,3.627,103.627,100.0,3.93,2.844,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,2,0,0.5,0.5,0.518,0.0,0.518,0.0,0.0,0.0,-8.841,-11.685
3,3,AC-IK-ZO-MH-CH,1.467,51.776,54.545,1.0,2.0,2,200.0,200.0,0.0,3.0,199.217,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.532,-111.685
3,3,AM-AC-IK-KJ-PR,1.367,-2.769,0.0,2.0,2.0,0,0.0,100.0,100.0,4.0,-0.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,2,0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-12.468,-11.685
3,3,JL-AC-IK-KJ-PR,1.1,-2.769,0.0,0.52,1.0,0,184.615,384.615,200.0,1.52,183.833,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,2,0,0.0,1.0,0.0,0.0,7.692,0.0,0.5,0.0,272.148,88.315
3,3,AC-IK-ZO-KJ-CH,0.967,79.989,82.759,3.0,2.0,2,66.667,66.667,0.0,5.0,65.884,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,0,2,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-45.801,-111.685
3,3,AM-IK-ZO-KJ-CH,0.833,-2.769,0.0,1.0,2.0,0,0.0,0.0,0.0,3.0,-0.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.468,-111.685
3,3,AC-IK-ZO-KJ-PR,0.822,-100.132,-97.363,0.0,1.0,-2,-200.0,0.0,200.0,1.0,-200.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,2,-2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.468,88.315
3,3,AM-ZO-MH-PR-CH,0.73,-2.769,0.0,2.0,0.0,0,0.0,0.0,0.0,2.0,-0.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-112.468,-111.685
3,3,AM-AC-ZO-KJ-CH,0.717,53.045,55.814,2.2,0.93,1,-78.69,136.364,215.054,3.13,-79.473,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,3,2,1,0.0,0.5,0.0,0.0,0.0,1.075,3.0,0.0,23.896,103.369
3,3,AM-AC-MH-PR-CH,0.602,-69.251,-66.482,1.8,1.8,-1,-55.556,55.556,111.111,3.6,-56.338,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,1,2,-1,0.0,0.0,0.0,0.556,0.0,0.0,2.0,0.0,-56.912,-0.574
3,3,JL-AM-AC-KJ-PR,0.517,-157.608,-154.839,1.0,0.8,-2,-250.0,0.0,250.0,1.8,-250.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,2,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-112.468,138.315
3,3,JL-AM-ZO-KJ-CH,0.5,-2.769,0.0,1.0,0.8,0,-50.0,200.0,250.0,1.8,-50.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.532,138.315
3,3,AM-AC-IK-MH-PR,0.45,86.12,88.889,0.4,0.0,1,250.0,250.0,0.0,0.4,249.217,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.532,-111.685
3,3,MS-AM-AC-MH-PR,0.217,181.846,184.615,0.8,1.0,1,125.0,125.0,0.0,1.8,124.217,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.532,-111.685
3,3,JL-AM-AC-IK-MH,0.203,-2.769,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,-0.783,130.0,9.0,257.0,248.0,228.51,222.053,450.563,112.468,111.685,0.783,2.769,250102,250108,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-112.468,-111.685
