team,isHome,player,initial,period,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,OREB,DREB,REB,AST,STL,BLK,TO,PF,game_date
LMU,False,allison clarke,AC,EOG,22.05,1,6,1,4,0,0,3,0,2,2,0,0,0,0,2,20260124
LMU,False,allison clarke,AC,Q1,4.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20260124
LMU,False,allison clarke,AC,Q2,5.67,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,20260124
LMU,False,allison clarke,AC,Q4,6.85,1,4,1,3,0,0,3,0,1,1,0,0,0,0,1,20260124
LMU,False,ana milanovic,AM7,EOG,5.65,0,3,0,2,0,0,0,1,0,1,0,0,0,1,1,20260124
LMU,False,ana milanovic,AM7,Q1,1.73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20260124
LMU,False,ana milanovic,AM7,Q2,3.92,0,2,0,1,0,0,0,1,0,1,0,0,0,1,1,20260124
LMU,False,andjela matic,AM,EOG,33.15,1,10,1,7,2,3,5,0,3,3,0,0,0,2,6,20260124
LMU,False,andjela matic,AM,Q1,6.27,0,2,0,1,0,0,0,0,1,1,0,0,0,1,1,20260124
LMU,False,andjela matic,AM,Q2,8.15,1,2,1,2,0,0,3,0,1,1,0,0,0,0,0,20260124
LMU,False,andjela matic,AM,Q3,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20260124
LMU,False,andjela matic,AM,Q4,9.97,0,6,0,4,2,3,2,0,1,1,0,0,0,0,4,20260124
LMU,False,carly heidger,CH,EOG,27.53,1,4,0,2,4,4,6,0,1,1,0,0,0,1,2,20260124
LMU,False,carly heidger,CH,Q1,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20260124
LMU,False,carly heidger,CH,Q3,9.98,1,1,0,0,2,2,4,0,1,1,0,0,0,1,1,20260124
LMU,False,carly heidger,CH,Q4,9.97,0,2,0,2,2,2,2,0,0,0,0,0,0,0,1,20260124
LMU,False,ivana krajina,IK,EOG,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20260124
LMU,False,ivana krajina,IK,Q1,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20260124
LMU,False,ivana krajina,IK,Q3,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20260124
LMU,False,jess lawson,JL,EOG,32.43,9,23,1,3,4,6,23,5,5,10,0,0,0,2,7,20260124
LMU,False,jess lawson,JL,Q1,5.68,3,5,0,1,0,0,6,1,0,1,0,0,0,0,0,20260124
LMU,False,jess lawson,JL,Q2,9.78,3,8,1,1,2,3,9,2,1,3,0,0,0,2,2,20260124
LMU,False,jess lawson,JL,Q3,7.22,1,5,0,0,0,0,2,0,2,2,0,0,0,0,1,20260124
LMU,False,jess lawson,JL,Q4,9.75,2,5,0,1,2,3,6,2,2,4,0,0,0,0,4,20260124
LMU,False,kayla jones,KJ,EOG,7.68,2,2,0,0,2,2,6,1,0,1,0,0,0,0,1,20260124
