team,isHome,player,initial,period,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,OREB,DREB,REB,AST,STL,BLK,TO,PF,game_date
Hawaii,True,bailey flavell,,EOG,28.78,2,6,1,1,4,6,9,0,2,2,0,0,0,0,9,20251121
Hawaii,True,bailey flavell,,Q1,9.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,20251121
Hawaii,True,bailey flavell,,Q2,1.3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,2,20251121
Hawaii,True,bailey flavell,,Q3,8.17,0,2,0,0,2,2,2,0,1,1,0,0,0,0,1,20251121
Hawaii,True,bailey flavell,,Q4,10.0,1,2,0,0,2,4,4,0,0,0,0,0,0,0,5,20251121
Hawaii,True,danijela kujovic,,EOG,17.33,1,3,1,2,1,2,4,0,4,4,0,0,0,1,4,20251121
Hawaii,True,danijela kujovic,,Q1,3.63,1,2,1,1,0,0,3,0,1,1,0,0,0,0,1,20251121
Hawaii,True,danijela kujovic,,Q2,2.28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,20251121
Hawaii,True,danijela kujovic,,Q3,8.08,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,20251121
Hawaii,True,danijela kujovic,,Q4,3.33,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,20251121
Hawaii,True,imani perez,,EOG,24.47,0,0,0,0,2,2,2,1,2,3,0,0,0,0,3,20251121
Hawaii,True,imani perez,,Q1,7.73,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,20251121
Hawaii,True,imani perez,,Q3,9.95,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,20251121
Hawaii,True,imani perez,,Q4,4.13,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,20251121
Hawaii,True,izzy forsyth,,EOG,3.67,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20251121
Hawaii,True,izzy forsyth,,Q2,3.67,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20251121
Hawaii,True,jade peacock,,EOG,6.18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,20251121
Hawaii,True,jade peacock,,Q1,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20251121
