team,isHome,period,PTS_POT,PTS_SCP,PTS_FBP,PTS_PIP,game_date
LMU,True,EOG,20,5,9,28,20260129
LMU,True,Q1,8,0,4,10,20260129
LMU,True,Q2,2,0,0,6,20260129
LMU,True,Q3,6,0,2,6,20260129
LMU,True,Q4,4,5,3,6,20260129
Pacific,False,EOG,18,8,5,22,20260129
Pacific,False,Q1,5,0,0,6,20260129
Pacific,False,Q2,3,2,0,4,20260129
Pacific,False,Q3,3,2,3,4,20260129
Pacific,False,Q4,7,4,2,8,20260129
