team,isHome,player,initial,period,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,OREB,DREB,REB,AST,STL,BLK,TO,PF,game_date
LMU,True,andjela matic,AM,EOG,37.47,3,10,1,7,0,2,7,0,6,6,0,0,0,7,2,20251105
LMU,True,andjela matic,AM,Q1,7.48,0,4,0,4,0,0,0,0,1,1,0,0,0,0,0,20251105
LMU,True,andjela matic,AM,Q2,9.98,0,1,0,0,0,0,0,0,2,2,0,0,0,4,1,20251105
LMU,True,andjela matic,AM,Q3,10.0,3,3,1,1,0,0,7,0,1,1,0,0,0,1,0,20251105
LMU,True,andjela matic,AM,Q4,10.0,0,2,0,2,0,2,0,0,2,2,0,0,0,2,1,20251105
LMU,True,carly heidger,CH,EOG,28.82,3,5,1,3,5,5,12,0,2,2,0,0,0,3,5,20251105
LMU,True,carly heidger,CH,Q1,9.97,1,1,0,0,0,0,2,0,1,1,0,0,0,2,1,20251105
LMU,True,carly heidger,CH,Q2,6.5,0,2,0,2,0,0,0,0,1,1,0,0,0,0,1,20251105
LMU,True,carly heidger,CH,Q3,3.98,1,1,1,1,3,3,6,0,0,0,0,0,0,1,1,20251105
LMU,True,carly heidger,CH,Q4,8.37,1,1,0,0,2,2,4,0,0,0,0,0,0,0,2,20251105
LMU,True,ivana krajina,IK,EOG,35.62,5,11,4,7,1,2,15,0,4,4,0,0,0,4,5,20251105
LMU,True,ivana krajina,IK,Q1,7.97,2,2,2,2,0,0,6,0,2,2,0,0,0,2,1,20251105
LMU,True,ivana krajina,IK,Q2,7.75,0,2,0,1,1,2,1,0,1,1,0,0,0,0,2,20251105
LMU,True,ivana krajina,IK,Q3,9.9,3,5,2,3,0,0,8,0,1,1,0,0,0,0,1,20251105
LMU,True,ivana krajina,IK,Q4,10.0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,20251105
LMU,True,jess lawson,JL,EOG,29.45,2,8,0,1,1,2,5,2,6,8,0,0,0,2,6,20251105
LMU,True,jess lawson,JL,Q1,4.25,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,20251105
LMU,True,jess lawson,JL,Q2,9.98,1,2,0,0,0,0,2,1,1,2,0,0,0,1,1,20251105
LMU,True,jess lawson,JL,Q3,6.13,1,2,0,0,1,2,3,0,1,1,0,0,0,0,1,20251105
