team,isHome,player,initial,period,MIN,FGM,FGA,3PM,3PA,FTM,FTA,PTS,OREB,DREB,REB,AST,STL,BLK,TO,PF,game_date
LMU,True,allison clarke,AC,EOG,7.03,1,1,1,1,0,0,3,1,0,1,0,0,0,0,2,20260115
LMU,True,allison clarke,AC,Q2,6.95,1,1,1,1,0,0,3,1,0,1,0,0,0,0,2,20260115
LMU,True,ana milanovic,AM7,EOG,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20260115
LMU,True,ana milanovic,AM7,Q2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20260115
LMU,True,andjela matic,AM,EOG,36.73,2,15,2,5,0,0,6,1,2,3,0,0,0,0,2,20260115
LMU,True,andjela matic,AM,Q1,9.1,1,4,1,3,0,0,3,0,0,0,0,0,0,0,0,20260115
LMU,True,andjela matic,AM,Q2,7.73,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,20260115
LMU,True,andjela matic,AM,Q3,10.0,1,5,1,1,0,0,3,1,0,1,0,0,0,0,1,20260115
LMU,True,andjela matic,AM,Q4,9.9,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,20260115
LMU,True,carly heidger,CH,EOG,38.6,6,11,2,3,0,0,14,1,1,2,0,0,0,0,3,20260115
LMU,True,carly heidger,CH,Q1,9.97,2,3,2,2,0,0,6,0,1,1,0,0,0,0,0,20260115
LMU,True,carly heidger,CH,Q2,8.73,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,20260115
LMU,True,carly heidger,CH,Q3,10.0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,1,20260115
LMU,True,carly heidger,CH,Q4,9.9,2,4,0,1,0,0,4,1,0,1,0,0,0,0,2,20260115
LMU,True,ivana krajina,IK,EOG,34.53,2,5,0,1,0,0,4,0,1,1,0,0,0,3,6,20260115
LMU,True,ivana krajina,IK,Q1,9.62,2,4,0,0,0,0,4,0,0,0,0,0,0,2,1,20260115
LMU,True,ivana krajina,IK,Q2,5.02,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,20260115
LMU,True,ivana krajina,IK,Q3,10.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,20260115
LMU,True,ivana krajina,IK,Q4,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20260115
LMU,True,jess lawson,JL,EOG,34.05,4,14,3,3,3,4,14,5,11,16,0,0,0,1,4,20260115
LMU,True,jess lawson,JL,Q1,6.3,2,2,2,2,0,0,6,1,3,4,0,0,0,0,1,20260115
LMU,True,jess lawson,JL,Q2,7.85,0,6,0,0,3,4,3,2,2,4,0,0,0,1,2,20260115
LMU,True,jess lawson,JL,Q3,10.0,1,3,0,0,0,0,2,0,1,1,0,0,0,0,1,20260115
