team,isHome,period,PTS_POT,PTS_SCP,PTS_FBP,PTS_PIP,game_date
Denver,False,EOG,14,8,6,26,20251109
Denver,False,Q1,0,4,0,6,20251109
Denver,False,Q2,0,2,3,8,20251109
Denver,False,Q3,6,0,1,2,20251109
Denver,False,Q4,8,2,2,10,20251109
LMU,True,EOG,23,10,2,34,20251109
LMU,True,Q1,6,0,0,6,20251109
LMU,True,Q2,8,6,0,12,20251109
LMU,True,Q3,4,2,2,10,20251109
LMU,True,Q4,5,2,0,6,20251109
