team,isHome,period,PTS_POT,PTS_SCP,PTS_FBP,PTS_PIP,game_date
LMU,False,EOG,18,6,0,28,20251113
LMU,False,Q1,5,0,0,2,20251113
LMU,False,Q2,6,0,0,6,20251113
LMU,False,Q3,4,4,0,12,20251113
LMU,False,Q4,3,2,0,8,20251113
Nevada,True,EOG,17,5,4,30,20251113
Nevada,True,Q1,4,0,0,8,20251113
Nevada,True,Q2,4,1,0,4,20251113
Nevada,True,Q3,3,2,4,10,20251113
Nevada,True,Q4,6,2,0,8,20251113
