team,isHome,period,PTS_POT,PTS_SCP,PTS_FBP,PTS_PIP,game_date
LMU,True,EOG,27,13,10,36,20251205
LMU,True,Q1,9,3,4,12,20251205
LMU,True,Q2,6,0,0,0,20251205
LMU,True,Q3,2,4,3,10,20251205
LMU,True,Q4,10,6,3,14,20251205
Utah St.,False,EOG,10,0,6,30,20251205
Utah St.,False,Q1,0,0,0,4,20251205
Utah St.,False,Q2,6,0,6,6,20251205
Utah St.,False,Q3,4,0,0,8,20251205
Utah St.,False,Q4,0,0,0,12,20251205
